px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.96612	-6.99601	2.77118	6.79516	-0.497047	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	6.90547e-310
7.10099	-6.92253	2.77182	6.76969	-0.492663	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	6.90548e-310
7.23699	-6.83113	2.78326	6.75413	-0.479971	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	6.90547e-310
7.33871	-6.71556	2.76466	6.80511	-0.350881	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	6.90548e-310
7.46918	-6.62428	2.77142	6.79539	-0.340821	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	6.90547e-310
7.59192	-6.53712	2.7667	6.79692	-0.308326	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	6.90548e-310
7.71564	-6.46313	2.75979	6.78251	-0.306632	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	6.90547e-310
7.86356	-6.41333	2.76581	6.73403	-0.358147	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	6.90548e-310
7.99303	-6.3473	2.76041	6.71691	-0.356211	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	6.90547e-310
8.08004	-6.24108	2.7402	6.7717	-0.240129	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	6.90548e-310
8.19098	-6.17061	2.73547	6.76595	-0.234555	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	6.90547e-310
8.31718	-6.08994	2.73255	6.76972	-0.207713	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	6.90548e-310
8.4502	-6.01102	2.73673	6.76363	-0.202255	8.45315	-5.97158	8.45	-5.95	2.727	1.818	6.90547e-310
8.55873	-5.93026	2.73069	6.78088	-0.157997	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	6.90548e-310
8.67377	-5.85927	2.72976	6.77774	-0.153474	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	6.90547e-310
8.80323	-5.80544	2.73449	6.75426	-0.178364	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	6.90548e-310
8.9266	-5.7251	2.74389	6.75567	-0.167911	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	6.90547e-310
9.03179	-5.6326	2.73592	6.79631	-0.0858604	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	6.90548e-310
9.15048	-5.54381	2.74508	6.80459	-0.0732908	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	6.90547e-310
9.25491	-5.42881	2.7356	6.85708	0.0152083	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	6.90548e-310
9.37587	-5.32487	2.74165	6.87188	0.0289663	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	6.90547e-310
9.4776	-5.20771	2.73501	6.92092	0.102728	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	6.90548e-310
9.58967	-5.10336	2.73598	6.93703	0.112913	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	6.90547e-310
9.70359	-5.02995	2.7367	6.92645	0.0859493	9.62802	-5.02338	9.65	-5	1.99604	0.998028	6.90548e-310
9.80477	-4.94583	2.73165	6.93411	0.0892553	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	6.90547e-310
9.90033	-4.82814	2.72395	6.98431	0.162791	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	6.90548e-310
10.0056	-4.73616	2.71533	6.99332	0.163125	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	6.90547e-310
10.0915	-4.60896	2.70877	7.05257	0.244304	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	6.90548e-310
10.1887	-4.4938	2.70861	7.0747	0.252676	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	6.90547e-310
10.2821	-4.3776	2.70663	7.10286	0.273627	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	6.90548e-310
10.3779	-4.26593	2.70479	7.1208	0.276512	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	6.90547e-310
10.465	-4.16012	2.70579	7.14345	0.291878	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	6.90548e-310
10.5509	-4.03941	2.71534	7.16693	0.299569	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	6.90547e-310
10.662	-3.95251	2.72081	7.14243	0.235731	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	6.90548e-310
10.7466	-3.83086	2.7299	7.16383	0.244073	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	6.90547e-310
10.7793	-3.67916	2.72483	7.26504	0.387505	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	6.90548e-310
10.8519	-3.54266	2.73829	7.29497	0.396366	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	6.90547e-310
10.9581	-3.45038	2.74075	7.25779	0.302279	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	6.90548e-310
11.0345	-3.32249	2.7505	7.27839	0.306563	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	6.90547e-310
11.0677	-3.17644	2.74939	7.35664	0.407208	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	6.90548e-310
11.1332	-3.03708	2.76245	7.38334	0.41193	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	6.90547e-310
11.1333	-2.85661	2.76438	7.50892	0.578529	11.1386	-2.78926	11.15	-2.8	0	2.73104	6.90548e-310
11.1749	-2.70212	2.7689	7.54811	0.58501	11.141	-2.65084	11.15	-2.65	0	2.73102	6.90547e-310
11.1817	-2.53703	2.77148	7.63145	0.666932	11.1042	-2.54354	11.15	-2.55	0	1.81785	6.90548e-310
11.2044	-2.39788	2.76053	7.66953	0.669798	11.1497	-2.45904	11.15	-2.45	0	1.81785	6.90547e-310
11.3024	-2.29644	2.74762	7.59205	0.486373	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	6.90548e-310
11.3379	-2.1469	2.76116	7.61949	0.487162	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	6.90547e-310
11.349	-1.98994	2.76346	7.67502	0.532882	11.3117	-1.92025	11.35	-1.95	0	1.81854	6.90548e-310
11.3705	-1.84378	2.75954	7.70541	0.534471	11.3504	-1.8663	11.35	-1.85	0	1.81853	6.90547e-310
11.3852	-1.69219	2.7602	7.74311	0.54877	11.4185	-1.70062	11.35	-1.7	0	2.72762	6.90548e-310
11.3927	-1.53939	2.75992	7.77759	0.552809	11.3568	-1.53205	11.35	-1.55	0	2.72762	6.90547e-310
11.33	-1.37402	2.76616	7.89848	0.700508	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	6.90548e-310
11.3078	-1.22454	2.76175	7.94397	0.707635	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	6.90547e-310
11.2056	-1.06238	2.77617	8.08911	0.880479	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	6.90548e-310
11.1481	-0.916441	2.77276	8.14835	0.891169	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	6.90547e-310
11.0767	-0.783436	2.7789	8.2249	0.941072	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	6.90548e-310
11.0105	-0.653561	2.77995	8.27958	0.947911	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	6.90547e-310
10.8907	-0.529039	2.80047	8.39985	1.06427	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	6.90548e-310
10.8047	-0.405395	2.80626	8.45842	1.06781	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	6.90547e-310
10.7107	-0.282314	2.80651	8.52024	1.07246	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	6.90548e-310
10.5996	-0.180279	2.795	8.59019	1.08613	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	6.90547e-310
10.4558	-0.0941247	2.82179	8.7108	1.19382	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	6.90548e-310
10.3306	-0.0142674	2.81885	8.78255	1.20636	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	6.90547e-310
10.2297	0.0660989	2.79901	8.82123	1.16965	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	6.90548e-310
10.0939	0.107678	2.78052	8.90401	1.19954	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	6.90547e-310
9.95615	0.169719	2.78114	8.98049	1.21738	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	6.90548e-310
9.79932	0.194232	2.76561	9.07437	1.24999	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	6.90547e-310
9.64795	0.223312	2.78237	9.16285	1.28608	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	6.90548e-310
9.50119	0.231781	2.776	9.246	1.3077	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	6.90547e-310
9.365	0.243212	2.72968	9.30711	1.28753	9.22819	0.16178	9.35	0.15	-1.81963	0	6.90548e-310
9.21502	0.230897	2.71963	9.395	1.30921	9.24456	0.139817	9.25	0.15	-1.81962	0	6.90547e-310
9.07445	0.232905	2.73309	9.46179	1.31101	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	6.90548e-310
8.9422	0.230602	2.73261	9.52111	1.30446	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	6.90547e-310
8.80537	0.22334	2.74295	9.57871	1.29485	8.84168	0.257617	8.8	0.25	-2.99995	0	6.90548e-310
8.67035	0.209202	2.74537	9.63482	1.28455	8.65606	0.24536	8.65	0.25	-2.99994	0	6.90547e-310
8.53177	0.190593	2.75644	9.68713	1.26804	8.43549	0.247188	8.5	0.25	-2.99323	0	6.90548e-310
8.3947	0.174735	2.76154	9.73175	1.24541	8.34184	0.250769	8.35	0.25	-2.9932	0	6.90547e-310
8.25252	0.136979	2.76132	9.78966	1.23381	8.27073	0.243988	8.2	0.25	-2.73233	0	6.90548e-310
8.10452	0.12389	2.76385	9.82083	1.19257	8.03847	0.260731	8.05	0.25	-2.73234	0	6.90547e-310
7.96957	0.103394	2.7738	9.84495	1.14618	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	6.90548e-310
7.83169	0.0699973	2.77914	9.88001	1.12012	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	6.90547e-310
7.68091	0.0634449	2.79942	9.87429	1.03501	7.46173	0.143776	7.6	0.15	-2.99599	0	6.90548e-310
7.5426	0.035399	2.79988	9.89673	1.00268	7.45455	0.149294	7.45	0.15	-2.99596	0	6.90547e-310
7.42596	-0.0596845	2.78175	9.98433	1.05512	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	6.90548e-310
7.29037	-0.0991231	2.77103	10.0078	1.02001	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	6.90547e-310
7.1459	-0.132881	2.7714	10.0054	0.939427	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	6.90548e-310
7.00762	-0.198849	2.77201	10.0392	0.919972	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	6.90547e-310
6.94293	-0.36335	2.75073	10.1908	1.07207	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	6.90548e-310
6.83495	-0.445814	2.73922	10.2328	1.05655	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	6.90547e-310
6.6739	-0.443166	2.73485	10.1465	0.850784	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	6.90548e-310
6.57005	-0.535138	2.73686	10.1876	0.848812	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	6.90547e-310
6.50844	-0.699691	2.73724	10.3164	0.972005	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.90548e-310
6.42326	-0.825474	2.73753	10.3758	0.978045	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	6.90547e-310
6.38414	-0.984031	2.74561	10.4926	1.08062	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	6.90548e-310
6.32736	-1.11514	2.74842	10.5538	1.087	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	6.90547e-310
6.26212	-1.25583	2.75286	10.6119	1.08395	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	6.90548e-310
6.2138	-1.40565	2.75673	10.6767	1.08789	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	6.90547e-310
6.25958	-1.62151	2.78939	10.8762	1.30561	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	6.90548e-310
6.26152	-1.77252	2.78182	10.9557	1.31516	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	6.90547e-310
6.26466	-1.9098	2.77891	11.0238	1.31866	6.34	-1.88987	6.35	-1.9	0	-2.99515	6.90548e-310
6.28656	-2.04792	2.77386	11.0978	1.32771	6.35828	-2.03886	6.35	-2.05	0	-2.99515	6.90547e-310
6.29471	-2.18915	2.75846	11.1453	1.28446	6.45002	-2.23466	6.35	-2.2	0	-2.72856	6.90548e-310
6.32557	-2.3382	2.758	11.2178	1.28644	6.34057	-2.34076	6.35	-2.35	0	-2.72854	6.90547e-310
6.38078	-2.49149	2.7682	11.3082	1.31521	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	6.90548e-310
6.43603	-2.63594	2.76917	11.3826	1.3168	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	6.90547e-310
6.44146	-2.7615	2.71786	11.3768	1.19078	6.46538	-2.81029	6.45	-2.8	0	-2.72732	6.90548e-310
6.49237	-2.90398	2.72286	11.4353	1.18189	6.45762	-2.94003	6.45	-2.95	0	-2.7273	6.90547e-310
6.55237	-3.04507	2.73368	11.4974	1.18163	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	6.90548e-310
6.60681	-3.19747	2.75089	11.542	1.15477	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	6.90547e-310
6.66565	-3.33496	2.74384	11.5772	1.11207	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	6.90548e-310
6.72379	-3.49091	2.76472	11.6093	1.07508	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	6.90547e-310
6.7826	-3.62563	2.74928	11.6312	1.02075	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	6.90548e-310
6.83817	-3.78323	2.76837	11.6491	0.974724	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	6.90547e-310
6.8905	-3.91467	2.74047	11.6558	0.908268	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	6.90548e-310
6.94255	-4.07548	2.75824	11.6607	0.855806	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	6.90547e-310
6.98152	-4.19435	2.717	11.6499	0.777943	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	6.90548e-310
7.03347	-4.33311	2.72746	11.6548	0.739262	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	6.90547e-310
7.12241	-4.45193	2.75281	11.6973	0.753678	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	6.90548e-310
7.1856	-4.59572	2.76926	11.7001	0.712991	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	6.90547e-310
7.24488	-4.70792	2.74153	11.7026	0.666874	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	6.90548e-310
7.31128	-4.83958	2.7502	11.708	0.635352	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	6.90547e-310
7.38674	-4.96294	2.73268	11.7165	0.600119	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	6.90548e-310
7.44575	-5.11727	2.74057	11.7044	0.550462	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	6.90547e-310
7.54799	-5.23218	2.77822	11.745	0.576349	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	6.90548e-310
7.60897	-5.38092	2.79195	11.7298	0.527279	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	6.90547e-310
7.67251	-5.49286	2.76276	11.7246	0.484623	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	6.90548e-310
7.73158	-5.63037	2.76766	11.7118	0.444238	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	6.90547e-310
7.82964	-5.75363	2.78065	11.7336	0.445315	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	6.90548e-310
7.9007	-5.90941	2.79075	11.7173	0.400725	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	6.90547e-310
7.96562	-6.03018	2.74928	11.7034	0.351225	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	6.90548e-310
8.0317	-6.17701	2.75217	11.6876	0.313604	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	6.90547e-310
8.12457	-6.2979	2.75236	11.6993	0.307173	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	6.90548e-310
8.20603	-6.42735	2.75246	11.6991	0.289033	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	6.90547e-310
8.3142	-6.54724	2.76997	11.7213	0.29938	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	6.90548e-310
8.39067	-6.68515	2.77236	11.7112	0.271287	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	6.90547e-310
8.47707	-6.80677	2.76109	11.7111	0.2519	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	6.90548e-310
8.53828	-6.95749	2.76324	11.6849	0.209671	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	6.90547e-310
8.62165	-7.08342	2.75783	11.6822	0.192574	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	6.90548e-310
8.66811	-7.24986	2.76288	11.6403	0.137257	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	6.90547e-310
8.74901	-7.36655	2.76762	11.6434	0.134175	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	6.90548e-310
8.80941	-7.49923	2.77021	11.6259	0.108743	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	6.90547e-310
8.88677	-7.62658	2.76412	11.6208	0.0953456	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	6.90548e-310
8.93889	-7.78197	2.76678	11.5894	0.0568685	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	6.90547e-310
9.00895	-7.91308	2.75849	11.5784	0.0389383	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	6.90548e-310
9.04927	-8.07736	2.76289	11.5379	-0.00559468	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	6.90547e-310
9.11663	-8.21043	2.75703	11.5274	-0.0189099	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	6.90548e-310
9.18292	-8.34587	2.75593	11.518	-0.0276891	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	6.90547e-310
9.26288	-8.46357	2.76891	11.531	-0.00500083	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	6.90548e-310
9.3037	-8.60443	2.7713	11.5035	-0.0332287	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	6.90547e-310
9.3688	-8.72631	2.77341	11.502	-0.0310871	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	6.90548e-310
9.41058	-8.87272	2.7809	11.4746	-0.0576338	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	6.90547e-310
9.44586	-9.0164	2.75643	11.4322	-0.114438	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	6.90548e-310
9.49202	-9.16049	2.7547	11.4124	-0.128593	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	6.90547e-310
9.54523	-9.29946	2.75122	11.3993	-0.136209	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	6.90548e-310
9.58721	-9.44641	2.75101	11.3782	-0.150205	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	6.90547e-310
9.64743	-9.58869	2.75541	11.3734	-0.145062	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	6.90548e-310
9.69288	-9.73667	2.75784	11.3567	-0.153815	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	6.90547e-310
9.76485	-9.86893	2.77511	11.3718	-0.120459	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	6.90548e-310
9.79506	-10.0115	2.77925	11.3483	-0.137994	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	6.90547e-310
9.80756	-10.1591	2.75744	11.2976	-0.200641	9.75497	-10.1932	9.75	-10.2	0	-2.72857	6.90548e-310
9.82123	-10.3216	2.7628	11.2613	-0.226081	9.74697	-10.3629	9.75	-10.35	0	-2.72854	6.90547e-310
9.86451	-10.4667	2.76569	11.2561	-0.214262	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	6.90548e-310
9.89018	-10.6216	2.76913	11.2339	-0.224539	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	6.90547e-310
9.88989	-10.7735	2.75461	11.1818	-0.282704	9.86786	-10.8223	9.85	-10.8	0	-2.72846	6.90548e-310
9.89732	-10.9299	2.75684	11.1515	-0.297422	9.8455	-10.9408	9.85	-10.95	0	-2.72844	6.90547e-310
9.90331	-11.081	2.75189	11.1176	-0.322361	9.84594	-11.0973	9.85	-11.1	0	-2.72748	6.90548e-310
9.89767	-11.2389	2.75456	11.0831	-0.338927	9.83549	-11.2481	9.85	-11.25	0	-2.72745	6.90547e-310
9.91493	-11.3779	2.7585	11.0735	-0.32745	9.8926	-11.4631	9.85	-11.4	0	-2.9967	6.90548e-310
9.90838	-11.526	2.76532	11.0447	-0.339077	9.87136	-11.5692	9.85	-11.55	0	-2.99671	6.90547e-310
9.875	-11.6797	2.75545	10.9787	-0.410113	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	6.90548e-310
9.83851	-11.8413	2.76169	10.9332	-0.43216	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	6.90547e-310
9.78711	-11.9918	2.7542	10.8625	-0.502006	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	6.90548e-310
9.73716	-12.1472	2.75863	10.8158	-0.520182	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	6.90547e-310
9.64137	-12.2891	2.74927	10.7086	-0.637531	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.90548e-310
9.58549	-12.4217	2.7406	10.6662	-0.646181	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	6.90547e-310
9.43688	-12.5441	2.73261	10.5137	-0.821617	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	6.90548e-310
9.36359	-12.6578	2.71845	10.4661	-0.826805	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	6.90547e-310
9.21118	-12.768	2.72439	10.3227	-0.977515	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	6.90548e-310
9.10091	-12.8661	2.71492	10.2572	-0.990955	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	6.90547e-310
8.98382	-12.9648	2.71426	10.1849	-1.01733	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	6.90548e-310
8.86785	-13.0481	2.70398	10.1213	-1.02737	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	6.90547e-310
8.73987	-13.1303	2.70287	10.0513	-1.04573	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	6.90548e-310
8.60379	-13.2043	2.70203	9.98346	-1.05534	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	6.90547e-310
8.40146	-13.2222	2.72611	9.80172	-1.25033	8.43462	-13.263	8.4	-13.15	-2.72644	0	6.90548e-310
8.25893	-13.2545	2.71575	9.72423	-1.26176	8.26001	-13.1483	8.25	-13.15	-2.72641	0	6.90547e-310
8.09715	-13.2571	2.73112	9.60298	-1.35254	8.10139	-13.1447	8.1	-13.15	-3.00083	0	6.90548e-310
7.95947	-13.259	2.72325	9.5252	-1.36463	7.95138	-13.1593	7.95	-13.15	-3.00084	0	6.90547e-310
7.83161	-13.2963	2.70415	9.49826	-1.2882	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	6.90548e-310
7.6769	-13.2958	2.70568	9.42213	-1.29239	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	6.90547e-310
7.51256	-13.2587	2.72501	9.30298	-1.36896	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	6.90548e-310
7.36396	-13.219	2.72046	9.21733	-1.38041	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	6.90547e-310
7.22922	-13.2115	2.69922	9.18281	-1.31476	7.19553	-13.2012	7.2	-13.15	-2.73035	0	6.90548e-310
7.08257	-13.1687	2.70216	9.10886	-1.31524	7.05296	-13.1563	7.05	-13.15	-2.73035	0	6.90547e-310
6.94618	-13.1387	2.68962	9.06314	-1.27418	6.87644	-13.2105	6.85	-13.15	-3.63616	0	6.90548e-310
6.78999	-13.0954	2.70688	9.00352	-1.25743	6.672	-13.1364	6.65	-13.15	-3.63617	0	6.90547e-310
6.66102	-13.1013	2.65335	9.02606	-1.11484	6.53838	-13.1322	6.55	-13.15	-1.81656	0	6.90548e-310
6.5158	-13.0659	2.66297	8.98382	-1.0926	6.46904	-13.1587	6.45	-13.15	-1.81657	0	6.90547e-310
6.38204	-13.0156	2.65422	8.94461	-1.05991	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	6.90548e-310
6.23636	-12.9665	2.66698	8.9049	-1.0377	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	6.90547e-310
6.11098	-12.8556	2.69605	8.80572	-1.10155	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	6.90548e-310
5.96686	-12.7887	2.71249	8.7669	-1.0753	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	6.90547e-310
5.84608	-12.7263	2.69013	8.74312	-1.02464	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	6.90548e-310
5.69504	-12.6663	2.70992	8.72274	-0.983444	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	6.90547e-310
5.58011	-12.5639	2.72235	8.66249	-0.995554	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	6.90548e-310
5.42403	-12.4923	2.7479	8.64837	-0.948447	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	6.90547e-310
5.3126	-12.3946	2.74458	8.60773	-0.933635	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	6.90548e-310
5.17401	-12.3086	2.76025	8.58827	-0.897685	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	6.90547e-310
5.07866	-12.2155	2.75544	8.55405	-0.884658	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	6.90548e-310
4.96419	-12.124	2.76683	8.53178	-0.859763	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	6.90547e-310
4.87474	-12.0377	2.73864	8.51479	-0.821484	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	6.90548e-310
4.78837	-11.9309	2.74026	8.47755	-0.817207	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	6.90547e-310
4.71047	-11.7885	2.78221	8.40919	-0.857017	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.90548e-310
4.62045	-11.6707	2.79287	8.37795	-0.842919	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	6.90547e-310
4.55713	-11.569	2.75355	8.352	-0.818758	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.90548e-310
4.50709	-11.4437	2.7485	8.30179	-0.829383	4.55238	-11.4548	4.55	-11.45	0	1.99746	6.90547e-310
4.43225	-11.281	2.80476	8.2458	-0.843694	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	6.90548e-310
