px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.98013	-13.3115	2.71496	9.58223	-1.27755	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	6.90548e-310
7.83472	-13.3182	2.70783	9.50639	-1.28552	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	6.90547e-310
7.66584	-13.2909	2.72258	9.38795	-1.35752	7.57824	-13.1345	7.65	-13.25	-3.62957	0	6.90548e-310
7.50786	-13.2736	2.72627	9.30749	-1.36126	7.45422	-13.2433	7.45	-13.25	-3.62953	0	6.90547e-310
7.36877	-13.2716	2.71227	9.26347	-1.31236	7.33241	-13.2718	7.3	-13.25	-2.7301	0	6.90548e-310
7.21088	-13.2421	2.72127	9.18976	-1.31024	7.13166	-13.2372	7.15	-13.25	-2.73007	0	6.90547e-310
7.07135	-13.2227	2.70588	9.14791	-1.26087	6.97467	-13.1643	7	-13.25	-2.72703	0	6.90548e-310
6.91813	-13.1902	2.71722	9.08728	-1.24808	6.84852	-13.2404	6.85	-13.25	-2.727	0	6.90547e-310
6.77856	-13.1437	2.71646	9.02578	-1.23842	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	6.90548e-310
6.62914	-13.0985	2.72857	8.97067	-1.22134	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	6.90547e-310
6.49375	-13.0248	2.7299	8.90262	-1.21986	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	6.90548e-310
6.34556	-12.9704	2.74508	8.85583	-1.19461	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	6.90547e-310
6.2184	-12.9133	2.72514	8.82325	-1.14491	6.09711	-13.0021	6.1	-13	-2.73	0.910004	6.90548e-310
6.06834	-12.8595	2.74254	8.79072	-1.10895	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	6.90547e-310
5.95472	-12.8097	2.72373	8.76969	-1.06185	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	6.90548e-310
5.81152	-12.7566	2.74444	8.74919	-1.02283	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	6.90547e-310
5.69204	-12.6747	2.73821	8.70784	-1.00365	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	6.90548e-310
5.55497	-12.5916	2.7521	8.67394	-0.97846	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	6.90547e-310
5.44337	-12.4878	2.75086	8.62523	-0.96994	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	6.90548e-310
5.31838	-12.3965	2.75893	8.59285	-0.946591	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	6.90547e-310
5.21556	-12.2836	2.76651	8.54016	-0.9507	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	6.90548e-310
5.07769	-12.198	2.78028	8.52763	-0.906805	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	6.90547e-310
4.97955	-12.103	2.74954	8.50559	-0.867074	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	6.90548e-310
4.8751	-11.9951	2.75178	8.4732	-0.85074	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	6.90547e-310
4.79063	-11.853	2.7835	8.40725	-0.880925	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	6.90548e-310
4.69271	-11.734	2.7881	8.37635	-0.861754	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	6.90547e-310
4.62186	-11.6129	2.75586	8.34142	-0.841829	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	6.90548e-310
4.54549	-11.4899	2.7527	8.30551	-0.831548	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	6.90547e-310
4.47133	-11.3313	2.80008	8.25176	-0.842799	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	6.90548e-310
4.42825	-11.1799	2.79993	8.19385	-0.855044	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	6.90547e-310
4.40805	-11.0513	2.7505	8.13515	-0.872676	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	6.90548e-310
4.36543	-10.9132	2.74661	8.09258	-0.867638	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	6.90547e-310
4.36588	-10.7673	2.71557	8.01825	-0.904016	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	6.90548e-310
4.3647	-10.6201	2.70941	7.95498	-0.919638	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	6.90547e-310
4.34259	-10.4858	2.71861	7.92178	-0.9006	4.45256	-10.5332	4.45	-10.5	0	3.00113	6.90548e-310
4.36592	-10.3447	2.71678	7.85425	-0.924827	4.44692	-10.3512	4.45	-10.35	0	3.00113	6.90547e-310
4.38677	-10.2018	2.71629	7.78954	-0.948194	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	6.90548e-310
4.43999	-10.0575	2.71869	7.71031	-0.981179	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	6.90547e-310
4.46524	-9.92053	2.7218	7.66076	-0.979195	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	6.90548e-310
4.53538	-9.77871	2.72825	7.5811	-1.00947	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	6.90547e-310
4.65713	-9.63565	2.72529	7.43718	-1.13363	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	6.90548e-310
4.72644	-9.50541	2.72228	7.37142	-1.13803	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	6.90547e-310
4.7518	-9.36824	2.71931	7.36609	-1.05655	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	6.90548e-310
4.83604	-9.24029	2.71988	7.30062	-1.06353	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	6.90547e-310
4.88754	-9.10487	2.71879	7.28084	-1.00691	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	6.90548e-310
4.98625	-8.98009	2.72442	7.21684	-1.0135	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	6.90547e-310
5.04016	-8.84342	2.72147	7.21264	-0.936202	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	6.90548e-310
5.15547	-8.7169	2.73707	7.15048	-0.941661	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	6.90547e-310
5.27013	-8.60874	2.74222	7.08237	-0.964851	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	6.90548e-310
5.38614	-8.4959	2.75189	7.02768	-0.963699	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	6.90547e-310
5.44943	-8.36654	2.73633	7.048	-0.84955	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	6.90548e-310
5.55688	-8.26051	2.73761	7.00463	-0.846079	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	6.90547e-310
5.69871	-8.18262	2.74586	6.91883	-0.907355	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	6.90548e-310
5.82578	-8.08712	2.75397	6.87128	-0.90305	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	6.90547e-310
5.88377	-7.94936	2.72273	6.93752	-0.71575	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	6.90548e-310
6.00923	-7.84445	2.73612	6.90371	-0.70726	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	6.90547e-310
6.11288	-7.73742	2.7286	6.90481	-0.640633	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	6.90548e-310
6.23663	-7.63811	2.73732	6.87621	-0.632554	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	6.90547e-310
6.33662	-7.5256	2.72773	6.89283	-0.547934	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	6.90548e-310
6.45763	-7.42821	2.73318	6.87032	-0.539793	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	6.90547e-310
6.58302	-7.34165	2.73445	6.84734	-0.528015	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	6.90548e-310
6.71484	-7.24294	2.7484	6.82736	-0.517219	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	6.90547e-310
6.81735	-7.13092	2.73778	6.8552	-0.425363	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	6.90548e-310
6.94808	-7.03571	2.74859	6.83871	-0.417309	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	6.90547e-310
7.07224	-6.96623	2.75434	6.80986	-0.431016	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	6.90548e-310
7.19902	-6.87229	2.77314	6.79983	-0.417774	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	6.90547e-310
7.26565	-6.73321	2.74986	6.89204	-0.232858	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	6.90548e-310
7.37204	-6.63456	2.75534	6.89302	-0.220474	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	6.90547e-310
7.55304	-6.6205	2.77493	6.76664	-0.406764	7.67988	-6.69347	7.5	-6.55	2.72747	0	6.90548e-310
7.68283	-6.55198	2.77007	6.74542	-0.406158	7.64389	-6.55777	7.65	-6.55	2.72745	0	6.90547e-310
7.79144	-6.45241	2.75206	6.78628	-0.297781	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	6.90548e-310
7.91381	-6.37239	2.74775	6.77705	-0.291343	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	6.90547e-310
8.0571	-6.31719	2.75319	6.73291	-0.340305	7.9171	-6.24084	8	-6.3	2.72648	0.908821	6.90548e-310
8.18741	-6.24819	2.75031	6.71828	-0.336636	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	6.90547e-310
8.27262	-6.11653	2.71984	6.81432	-0.146477	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	6.90548e-310
8.39482	-6.02473	2.7222	6.81729	-0.135628	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	6.90547e-310
8.54755	-5.98292	2.7336	6.75181	-0.233564	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	6.90548e-310
8.67625	-5.90565	2.73388	6.74612	-0.226637	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	6.90547e-310
8.78142	-5.79819	2.71931	6.79673	-0.124663	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	6.90548e-310
8.90321	-5.70982	2.7197	6.80071	-0.114134	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	6.90547e-310
9.03476	-5.63671	2.72307	6.78598	-0.132221	8.91028	-5.47662	9	-5.55	2.73109	1.82073	6.90548e-310
9.16074	-5.54348	2.72891	6.79231	-0.11884	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	6.90547e-310
9.26991	-5.43672	2.72019	6.83724	-0.0355864	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	6.90548e-310
9.38716	-5.33738	2.72223	6.84962	-0.0216275	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	6.90547e-310
9.51631	-5.25842	2.72568	6.84006	-0.0383909	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	6.90548e-310
9.64093	-5.15139	2.73685	6.85434	-0.022413	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	6.90547e-310
9.70879	-5.01091	2.71972	6.95989	0.151586	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	6.90548e-310
9.80477	-4.90888	2.7206	6.97929	0.162925	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	6.90547e-310
9.91169	-4.80155	2.71937	7.00641	0.192875	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	6.90548e-310
10.0107	-4.69321	2.71502	7.02568	0.20131	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	6.90547e-310
10.1159	-4.58675	2.71456	7.0454	0.215449	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	6.90548e-310
10.2116	-4.47395	2.71175	7.06593	0.223893	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	6.90547e-310
10.3511	-4.40423	2.71822	7.01242	0.116597	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	6.90548e-310
10.4593	-4.2933	2.72254	7.02534	0.12255	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	6.90547e-310
10.5021	-4.12579	2.70775	7.15346	0.319445	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	6.90548e-310
10.5897	-3.9989	2.7103	7.17976	0.327625	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	6.90547e-310
10.6752	-3.87393	2.71107	7.20876	0.344033	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	6.90548e-310
10.7608	-3.73545	2.72101	7.23731	0.352393	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	6.90547e-310
10.8694	-3.63058	2.7235	7.21743	0.287842	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	6.90548e-310
10.9535	-3.50155	2.72647	7.23838	0.292399	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	6.90547e-310
10.9978	-3.34643	2.72404	7.32084	0.39962	11.0183	-3.30073	11	-3.3	0.908549	2.72563	6.90548e-310
11.07	-3.2039	2.73134	7.34909	0.404841	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	6.90547e-310
11.1199	-3.0562	2.73189	7.40385	0.456715	11.1054	-3.01303	11.1	-3	0.90888	2.72663	6.90548e-310
11.1756	-2.90675	2.73746	7.43768	0.464285	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	6.90547e-310
11.2236	-2.76089	2.73848	7.47789	0.48659	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	6.90548e-310
11.2709	-2.60638	2.74604	7.51224	0.49279	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	6.90547e-310
11.2246	-2.41368	2.75306	7.68483	0.734444	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	6.90548e-310
11.2345	-2.25862	2.7521	7.73338	0.742096	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	6.90547e-310
11.3496	-2.15193	2.73162	7.62715	0.499549	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	6.90548e-310
11.3762	-1.99976	2.73454	7.65862	0.502824	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	6.90547e-310
11.3667	-1.83998	2.73663	7.73074	0.572307	11.224	-1.77367	11.35	-1.8	0	2.71996	6.90548e-310
11.3795	-1.68283	2.74165	7.76554	0.57453	11.3661	-1.64386	11.35	-1.65	0	2.71993	6.90547e-310
11.3766	-1.52896	2.74302	7.81166	0.596044	11.2691	-1.47976	11.35	-1.5	0	2.73448	6.90548e-310
11.3733	-1.37326	2.74594	7.84926	0.600116	11.3391	-1.34511	11.35	-1.35	0	2.73446	6.90547e-310
11.2573	-1.21666	2.76221	8.02953	0.847172	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	6.90548e-310
11.2176	-1.07538	2.76519	8.07979	0.853855	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	6.90547e-310
11.1502	-0.936693	2.77327	8.16131	0.914044	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	6.90548e-310
11.0989	-0.796838	2.78038	8.21081	0.916075	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	6.90547e-310
10.9946	-0.654849	2.7951	8.32076	1.01158	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	6.90548e-310
10.9086	-0.524544	2.79115	8.38475	1.02027	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	6.90547e-310
10.8182	-0.397081	2.79409	8.45339	1.04089	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	6.90548e-310
10.7164	-0.285788	2.78471	8.52002	1.05226	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	6.90547e-310
10.5504	-0.197389	2.82405	8.67703	1.22039	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	6.90548e-310
10.4278	-0.117197	2.81768	8.75104	1.23463	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	6.90547e-310
10.3219	-0.0342541	2.8072	8.80211	1.21624	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	6.90548e-310
10.1926	0.0273009	2.79903	8.8765	1.23217	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	6.90547e-310
10.0891	0.0991708	2.77706	8.91344	1.1926	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	6.90548e-310
9.95691	0.143271	2.76739	8.98748	1.21032	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	6.90547e-310
9.81547	0.184259	2.77982	9.07212	1.24693	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	6.90548e-310
9.6718	0.19069	2.76368	9.16107	1.27972	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	6.90547e-310
9.52877	0.21412	2.77488	9.23896	1.29987	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	6.90548e-310
9.38105	0.213035	2.77061	9.32252	1.32081	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	6.90547e-310
9.25348	0.209859	2.71581	9.38738	1.3101	9.46113	0.134275	9.25	0.15	-1.81915	0	6.90548e-310
9.10687	0.200054	2.71059	9.46597	1.31896	9.13787	0.161547	9.15	0.15	-1.81913	0	6.90547e-310
8.96808	0.200145	2.72875	9.52617	1.31174	9.02723	0.196492	9	0.2	-2.99927	0.99976	6.90548e-310
8.83366	0.1981	2.73216	9.57931	1.29704	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	6.90547e-310
8.69421	0.192481	2.75046	9.62823	1.27573	8.67607	0.247512	8.7	0.25	-2.99873	0	6.90548e-310
8.56082	0.181557	2.75253	9.67538	1.25675	8.54916	0.247046	8.55	0.25	-2.99871	0	6.90547e-310
8.41777	0.148304	2.75038	9.7374	1.24971	8.44086	0.253341	8.4	0.25	-2.72872	0	6.90548e-310
8.27141	0.137647	2.75255	9.7738	1.21346	8.2302	0.258614	8.25	0.25	-2.72871	0	6.90547e-310
8.13288	0.124071	2.76825	9.7983	1.1652	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	6.90548e-310
7.99925	0.0845365	2.77149	9.84462	1.15107	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	6.90547e-310
7.85688	0.0736972	2.788	9.85155	1.08229	7.82213	0.149733	7.8	0.15	-3.00101	0	6.90548e-310
7.71922	0.0466285	2.78987	9.87805	1.05152	7.63383	0.15164	7.65	0.15	-3.00099	0	6.90547e-310
7.5759	-0.00224951	2.79198	9.91534	1.02606	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	6.90548e-310
7.42924	-0.0431579	2.79098	9.9433	0.995189	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	6.90547e-310
7.31416	-0.120279	2.78492	10.0048	1.01678	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	6.90548e-310
7.19054	-0.167234	2.77897	10.0308	0.991201	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	6.90547e-310
7.02742	-0.195457	2.79049	10.0106	0.884883	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	6.90548e-310
6.8951	-0.270738	2.78959	10.0489	0.873982	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	6.90547e-310
6.82937	-0.422031	2.77721	10.1847	1.0137	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	6.90548e-310
6.73121	-0.505408	2.7695	10.2261	1.0055	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	6.90547e-310
6.62847	-0.58559	2.76454	10.2511	0.969229	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	6.90548e-310
6.53723	-0.678472	2.75822	10.2933	0.964054	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	6.90547e-310
6.48619	-0.831026	2.76275	10.4111	1.07165	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	6.90548e-310
6.41821	-0.950765	2.7614	10.4682	1.07548	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	6.90547e-310
6.37372	-1.09591	2.76764	10.5613	1.13594	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	6.90548e-310
6.32464	-1.22646	2.76712	10.6222	1.14011	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	6.90547e-310
6.32873	-1.39986	2.78186	10.7572	1.25856	6.5527	-1.43518	6.35	-1.4	0	-3.00132	6.90548e-310
6.30824	-1.53858	2.7801	10.8252	1.26394	6.35503	-1.55184	6.35	-1.55	0	-3.00129	6.90547e-310
6.28483	-1.68282	2.77392	10.887	1.25266	6.33086	-1.6454	6.35	-1.65	0	-1.81769	6.90548e-310
6.28327	-1.82558	2.76255	10.9594	1.25963	6.34356	-1.7483	6.35	-1.75	0	-1.81769	6.90547e-310
6.30437	-1.97427	2.77261	11.0532	1.30836	6.34522	-1.96081	6.35	-1.95	0	-3.99976	6.90548e-310
6.32068	-2.11334	2.77249	11.1211	1.3107	6.34095	-2.12276	6.35	-2.15	0	-3.99972	6.90547e-310
6.30723	-2.23341	2.74766	11.1353	1.22848	6.3068	-2.23646	6.35	-2.25	0	-2	6.90548e-310
6.33338	-2.36683	2.74555	11.1985	1.23095	6.34785	-2.35274	6.35	-2.35	0	-1.99998	6.90547e-310
6.33603	-2.49118	2.72716	11.222	1.17106	6.26272	-2.46894	6.35	-2.5	0	-3	6.90548e-310
6.36887	-2.6252	2.72939	11.2794	1.16913	6.36265	-2.64414	6.35	-2.65	0	-3	6.90547e-310
6.42045	-2.75937	2.74064	11.3527	1.19383	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	6.90548e-310
6.46881	-2.89323	2.74703	11.4093	1.18845	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	6.90547e-310
6.54086	-3.02884	2.77186	11.4889	1.22194	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	6.90548e-310
6.59375	-3.17457	2.79291	11.5335	1.19799	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	6.90547e-310
6.63975	-3.30741	2.76404	11.5529	1.12486	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	6.90548e-310
6.70266	-3.45231	2.77572	11.5954	1.101	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	6.90547e-310
6.77474	-3.57397	2.78139	11.6414	1.0898	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	6.90548e-310
6.83313	-3.71001	2.79569	11.6682	1.05631	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	6.90547e-310
6.89617	-3.83789	2.77568	11.6898	1.00627	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	6.90548e-310
6.95882	-3.99082	2.79142	11.706	0.960112	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	6.90547e-310
7.01509	-4.11483	2.74575	11.707	0.884467	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	6.90548e-310
7.07664	-4.25652	2.75077	11.7189	0.843851	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	6.90547e-310
7.15276	-4.37116	2.74717	11.7418	0.818865	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	6.90548e-310
7.19597	-4.51465	2.75401	11.7319	0.7627	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	6.90547e-310
7.29734	-4.63438	2.79007	11.7741	0.774824	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	6.90548e-310
7.35777	-4.77671	2.80062	11.7687	0.72509	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	6.90547e-310
7.42033	-4.88684	2.76398	11.7672	0.673336	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	6.90548e-310
7.47491	-5.02776	2.76924	11.755	0.622775	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	6.90547e-310
7.54943	-5.13966	2.75744	11.7635	0.594528	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	6.90548e-310
7.59307	-5.29152	2.76226	11.7362	0.532095	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	6.90547e-310
7.6734	-5.40473	2.76346	11.7491	0.517692	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	6.90548e-310
7.73884	-5.53932	2.76854	11.7403	0.479597	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	6.90547e-310
7.81336	-5.65215	2.75652	11.743	0.452889	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	6.90548e-310
7.86333	-5.8043	2.76361	11.7141	0.396692	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	6.90547e-310
7.94416	-5.91513	2.76458	11.725	0.388272	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	6.90548e-310
8.01028	-6.04909	2.76928	11.7132	0.354399	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	6.90547e-310
8.07392	-6.16003	2.74017	11.703	0.316319	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	6.90548e-310
8.13294	-6.29135	2.74044	11.6875	0.282821	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	6.90547e-310
8.23633	-6.40284	2.7712	11.7157	0.306564	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	6.90548e-310
8.30185	-6.54193	2.77898	11.698	0.271152	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	6.90547e-310
8.36637	-6.66326	2.73851	11.6794	0.22428	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	6.90548e-310
8.42788	-6.80855	2.73835	11.6579	0.188436	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	6.90547e-310
8.51593	-6.92522	2.74946	11.6662	0.18884	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	6.90548e-310
8.56219	-7.06836	2.75135	11.6356	0.146598	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	6.90547e-310
8.63902	-7.17951	2.75359	11.6416	0.147708	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	6.90548e-310
8.70193	-7.30629	2.75436	11.629	0.126793	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	6.90547e-310
8.78655	-7.42343	2.76484	11.6363	0.130429	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	6.90548e-310
8.8361	-7.56729	2.77008	11.6077	0.0936405	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	6.90547e-310
8.88351	-7.68634	2.74131	11.5808	0.0495709	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	6.90548e-310
8.93198	-7.81698	2.73912	11.5596	0.0247698	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	6.90547e-310
9.04654	-7.93361	2.78286	11.6009	0.0846532	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	6.90548e-310
9.10075	-8.07456	2.78933	11.5782	0.0566297	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	6.90547e-310
9.14823	-8.19486	2.7643	11.5528	0.0170492	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	6.90548e-310
9.20367	-8.32499	2.76516	11.5374	0.000123976	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	6.90547e-310
9.27171	-8.45989	2.75858	11.5252	-0.0169877	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	6.90548e-310
9.32237	-8.60885	2.76012	11.5008	-0.0412279	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	6.90547e-310
9.37607	-8.74285	2.74841	11.4826	-0.0620676	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	6.90548e-310
9.41782	-8.89842	2.75243	11.4526	-0.089292	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	6.90547e-310
